em_arg_num,event_mention_id,event_mention_realis,event_mention_subtype,event_mention_type,event_mention_ways,file,hopper_id,label_polarity,trigger_context,trigger_length,trigger_offset,trigger_text
2,em-1293,other,transportperson,movement,,2bdb9d86091c6f412ffa767bdc749be9,h-1321,pos,He's been selected for the 2nd year running to go to a 'workshop' day at the local secondary school which specialises in science.,2,474,go
2,em-1346,actual,transfermoney,transaction,voluntary,2bdb9d86091c6f412ffa767bdc749be9,h-1374,neg,"only reason i ask is, i played saxophone at school and enjoyed playing it until i got to the age of it not being cool having lessons instead of being with friends, and i often used to miss my lessons, which for some time my parents were unaware of yet still payed for.",5,2601,payed
2,em-1429,actual,contact,contact,,2bdb9d86091c6f412ffa767bdc749be9,h-1457,pos,"lol)my DD is doing a forensic science course today for a select group of our areas G&amp;T children and believe me a letter arriving from the schools ""co-ordinator for more able children"" was more than a shock!",6,4718,letter
1,em-369,actual,trialhearing,justice,,2ca0238925d38f345acbf826854ea448,h-16,pos,It was proven in a lower court by a judge.,6,835,proven
1,em-390,actual,trialhearing,justice,,2ca0238925d38f345acbf826854ea448,h-16,pos,It was proven in a lower court by a judge.,6,2885,proven
1,em-411,actual,trialhearing,justice,,2ca0238925d38f345acbf826854ea448,h-365,neg,"Granted that was overruled in a higher court, that is how we got here.",9,2938,overruled
1,em-432,actual,trialhearing,justice,,2ca0238925d38f345acbf826854ea448,h-365,neg,"Granted that was overruled in a higher court, that is how we got here.",9,888,overruled
1,em-727,generic,transfermoney,transaction,canttell,2ca0238925d38f345acbf826854ea448,h-750,neg,"But what about when the ""victim"" voluntarily seeks out a site knowing in advance the content will be offensive and then claims millions because he was in fact offended?",6,1993,claims
1,em-425,actual,startposition,personnel,,2d8d3572658fdb8754fdc84d2b15f302,h-16,neg,Before Bush took office.,11,2233,took office
1,em-918,generic,startposition,personnel,,2d8d3572658fdb8754fdc84d2b15f302,h-939,pos,I would much rather have the Clinton UE of 3.9% where you could throw out a resume and get a better paying job in a month that you barely qualified for than the 6.3% UE of Bush where you couldn't get a job you totally qualified for because you were competing against 40 other guys who were just as qualifed.,3,514,get
1,em-941,generic,startposition,personnel,,2d8d3572658fdb8754fdc84d2b15f302,h-962,neg,I would much rather have the Clinton UE of 3.9% where you could throw out a resume and get a better paying job in a month that you barely qualified for than the 6.3% UE of Bush where you couldn't get a job you totally qualified for because you were competing against 40 other guys who were just as qualifed.,3,623,get
3,em-1387,generic,transfermoney,transaction,voluntary,2d8d3572658fdb8754fdc84d2b15f302,h-1376,neg,"We send out 500 billion in wealth every year to other countries, that's not a good thing.",4,900,send
2,em-1070,actual,die,life,,2f5ee4e363c30678dc3b55caf43bc63d,h-16,pos,It was reported on the ABC News that the special ops were Navy Seals Team 6...the same team that got Bin Ladin.,3,188,got
2,em-1091,actual,die,life,,2f5ee4e363c30678dc3b55caf43bc63d,h-16,pos,It was reported on the ABC News that the special ops were Navy Seals Team 6...the same team that got Bin Ladin.,3,1808,got
2,em-1112,actual,die,life,,2f5ee4e363c30678dc3b55caf43bc63d,h-1054,neg,365 Coalition Troops killed this year?,6,2356,killed
1,em-1343,actual,attack,conflict,,2f5ee4e363c30678dc3b55caf43bc63d,h-1062,neg,"Ask them why they are not protesting the war crimes the syrian regime is committing in syria, and they'll manufacture every BS nonsense excuse in the book.",3,4577,war
3,em-1364,actual,transportperson,movement,,2f5ee4e363c30678dc3b55caf43bc63d,h-1064,neg,"If a mistake was made there, it was when the Bush administration diverted our military forces to Iraq in 2003 before the Afghan war as wrapped up.",8,6348,diverted
2,em-1385,actual,die,life,,2f5ee4e363c30678dc3b55caf43bc63d,h-1066,neg,How were the Taliban able to locate and kill this Team?,4,2099,kill
1,em-1406,actual,die,life,,2f5ee4e363c30678dc3b55caf43bc63d,h-1066,neg,Yes it does seem that Seal Team 6 has been decimated in this attack.,9,5792,decimated
1,em-1427,actual,die,life,,2f5ee4e363c30678dc3b55caf43bc63d,h-1066,neg,I don't know if there is one already but I propose a very public memorial erected for these best of the best and bravest of the brave that have fallen.,6,373,fallen
1,em-1448,actual,die,life,,2f5ee4e363c30678dc3b55caf43bc63d,h-1066,neg,I don't know if there is one already but I propose a very public memorial erected for these best of the best and bravest of the brave that have fallen.,6,1993,fallen
1,em-1469,actual,attack,conflict,,2f5ee4e363c30678dc3b55caf43bc63d,h-1068,neg,Yes it does seem that Seal Team 6 has been decimated in this attack.,6,5810,attack
1,em-1609,other,artifact,manufacture,,2f5ee4e363c30678dc3b55caf43bc63d,h-1630,pos,I don't know if there is one already but I propose a very public memorial erected for these best of the best and bravest of the brave that have fallen.,7,303,erected
1,em-2582,other,artifact,manufacture,,2f5ee4e363c30678dc3b55caf43bc63d,h-1630,pos,I don't know if there is one already but I propose a very public memorial erected for these best of the best and bravest of the brave that have fallen.,7,1923,erected
1,em-1675,actual,demonstrate,conflict,,2f5ee4e363c30678dc3b55caf43bc63d,h-1696,neg,"The anti-military left has some diehards in Code Pink that are pissed at Obama for not surrendering to Al Qai'da, but many of the left-wing goons put down their pitchforks because they feel protesting Obama will hurt their overall socialist agenda with non-military issues.",10,779,protesting
2,em-1734,actual,transportperson,movement,,2f5ee4e363c30678dc3b55caf43bc63d,h-1810,neg,"If this happened on Bush's watch we would have anti-war protestors on TV and marching around the USA, but not a peep with the ""holy one"" sitting in the White House.",8,1103,marching
2,em-1789,actual,transportperson,movement,,2f5ee4e363c30678dc3b55caf43bc63d,h-1812,neg,Where are all those 'Human Shields' they sent over to save Saddam Hussein?,4,1423,sent
1,em-2003,actual,attack,conflict,,2f5ee4e363c30678dc3b55caf43bc63d,h-2024,neg,This is war and people die in wars.,3,3278,war
1,em-2340,actual,attack,conflict,,2f5ee4e363c30678dc3b55caf43bc63d,h-2024,neg,This is war and people die in wars.,3,5320,war
1,em-2056,generic,die,life,,2f5ee4e363c30678dc3b55caf43bc63d,h-2086,neg,This is war and people die in wars.,3,3293,die
1,em-2382,generic,die,life,,2f5ee4e363c30678dc3b55caf43bc63d,h-2086,neg,This is war and people die in wars.,3,5335,die
1,em-2516,generic,die,life,,2f5ee4e363c30678dc3b55caf43bc63d,h-2086,neg,This is war and people die in wars.,3,6187,die
2,em-2543,other,attack,conflict,,2f5ee4e363c30678dc3b55caf43bc63d,h-2564,neg,It is important that we do the job right so we don't have to go back in 5 or 10 years.,7,6544,go back
1,em-2679,generic,die,life,,2f5ee4e363c30678dc3b55caf43bc63d,h-2700,neg,I didn't realize the casualties were that high this year.,10,2413,casualties
2,em-2766,other,transportperson,movement,,2f5ee4e363c30678dc3b55caf43bc63d,h-2806,pos,"Or even better, when are they going to syria to protect the people there?",5,4078,going
2,em-2828,actual,die,life,,2f5ee4e363c30678dc3b55caf43bc63d,h-2856,neg,No flotillas for the mass slaughter victims in Hama or Da'araa?,9,4148,slaughter
2,em-2858,actual,die,life,,2f5ee4e363c30678dc3b55caf43bc63d,h-2886,neg,No flotillas for the mass slaughter victims in Hama or Da'araa?,9,4148,slaughter
2,em-2888,actual,attack,conflict,,2f5ee4e363c30678dc3b55caf43bc63d,h-2916,neg,No flotillas for the mass slaughter victims in Hama or Da'araa?,9,4148,slaughter
2,em-2918,actual,attack,conflict,,2f5ee4e363c30678dc3b55caf43bc63d,h-2946,neg,No flotillas for the mass slaughter victims in Hama or Da'araa?,9,4148,slaughter
2,em-756,actual,startposition,personnel,,3059538a2542c71687871b3444f8d921,h-729,neg,"Let me explainFirst of all what alarmed me to the fact that he is the man of sin and a candidate was that after he left the British Parliament as Prime Minister he was appointed middle-east envoy for peace which we all know the antichrist must bring peace to the middle-eastBlair appointed Middle East envoy - google itSecondly then not to long afterwards Blair converts to catholicism which the antichrist many agree has to have ties with as the catholic church will play a important part in the coming lieTony Blair joins Catholic Church - google itThirdly he has purchased a palace in Jerusalem for him and his family to live in and he is also of European descentBlair to inspect Jerusalem palace as home for his peace envoy role - google itThen he is the most likely candidate to be president of the new EU constitution which will come into effect very soon despite Ireland's rejection of the treaty as Brussels is pushing forTony Blair could be EU President - google itThen he is well mannered and people look up to him and a man who is smart and understands riddles i expect and he has just been recently nominated for the Nobel Peace PrizeThenBlair could be next World Bank president - google itWhich would give him standing to use this to bring about a one monetary system spoken of in Revelation 13Then most recently he has set up a new faith foundation in which it is his goal ""to tackle global poverty, challenge conflict and unite the world's religions"".",9,631,appointed
2,em-777,actual,startposition,personnel,,3059538a2542c71687871b3444f8d921,h-729,neg,"Let me explainFirst of all what alarmed me to the fact that he is the man of sin and a candidate was that after he left the British Parliament as Prime Minister he was appointed middle-east envoy for peace which we all know the antichrist must bring peace to the middle-eastBlair appointed Middle East envoy - google itSecondly then not to long afterwards Blair converts to catholicism which the antichrist many agree has to have ties with as the catholic church will play a important part in the coming lieTony Blair joins Catholic Church - google itThirdly he has purchased a palace in Jerusalem for him and his family to live in and he is also of European descentBlair to inspect Jerusalem palace as home for his peace envoy role - google itThen he is the most likely candidate to be president of the new EU constitution which will come into effect very soon despite Ireland's rejection of the treaty as Brussels is pushing forTony Blair could be EU President - google itThen he is well mannered and people look up to him and a man who is smart and understands riddles i expect and he has just been recently nominated for the Nobel Peace PrizeThenBlair could be next World Bank president - google itWhich would give him standing to use this to bring about a one monetary system spoken of in Revelation 13Then most recently he has set up a new faith foundation in which it is his goal ""to tackle global poverty, challenge conflict and unite the world's religions"".",9,745,appointed
3,em-798,actual,transferownership,transaction,voluntary,3059538a2542c71687871b3444f8d921,h-731,neg,"Let me explainFirst of all what alarmed me to the fact that he is the man of sin and a candidate was that after he left the British Parliament as Prime Minister he was appointed middle-east envoy for peace which we all know the antichrist must bring peace to the middle-eastBlair appointed Middle East envoy - google itSecondly then not to long afterwards Blair converts to catholicism which the antichrist many agree has to have ties with as the catholic church will play a important part in the coming lieTony Blair joins Catholic Church - google itThirdly he has purchased a palace in Jerusalem for him and his family to live in and he is also of European descentBlair to inspect Jerusalem palace as home for his peace envoy role - google itThen he is the most likely candidate to be president of the new EU constitution which will come into effect very soon despite Ireland's rejection of the treaty as Brussels is pushing forTony Blair could be EU President - google itThen he is well mannered and people look up to him and a man who is smart and understands riddles i expect and he has just been recently nominated for the Nobel Peace PrizeThenBlair could be next World Bank president - google itWhich would give him standing to use this to bring about a one monetary system spoken of in Revelation 13Then most recently he has set up a new faith foundation in which it is his goal ""to tackle global poverty, challenge conflict and unite the world's religions"".",9,1037,purchased
2,em-819,actual,startorg,business,,3059538a2542c71687871b3444f8d921,h-733,neg,"Let me explainFirst of all what alarmed me to the fact that he is the man of sin and a candidate was that after he left the British Parliament as Prime Minister he was appointed middle-east envoy for peace which we all know the antichrist must bring peace to the middle-eastBlair appointed Middle East envoy - google itSecondly then not to long afterwards Blair converts to catholicism which the antichrist many agree has to have ties with as the catholic church will play a important part in the coming lieTony Blair joins Catholic Church - google itThirdly he has purchased a palace in Jerusalem for him and his family to live in and he is also of European descentBlair to inspect Jerusalem palace as home for his peace envoy role - google itThen he is the most likely candidate to be president of the new EU constitution which will come into effect very soon despite Ireland's rejection of the treaty as Brussels is pushing forTony Blair could be EU President - google itThen he is well mannered and people look up to him and a man who is smart and understands riddles i expect and he has just been recently nominated for the Nobel Peace PrizeThenBlair could be next World Bank president - google itWhich would give him standing to use this to bring about a one monetary system spoken of in Revelation 13Then most recently he has set up a new faith foundation in which it is his goal ""to tackle global poverty, challenge conflict and unite the world's religions"".",6,1819,set up
