content,file,entity_id,entity_type,entity_specificity,mention_id,mention_text,mention_type,mention_offset,label_polarity
Communities in Canada and Australia outright ban alcohol in a vain effort to stem problems.Jails are filled with them and the life expectancy is much lower than the rest of both countries.I'm getting tired of seeing it and wondering what can be done.,08ebdc5f0ec8588af38ab1684318d99c,ent-991,PER,specific,m-1024,them,PRO,1086,neg
A glaring example is the death of a small child in Australia who was electrocuted inside a wall.The family then blamed the government for the dilapidated condition of the house.I'm sure the house came with a child sized hole kicked in already.,08ebdc5f0ec8588af38ab1684318d99c,ent-93,FAC,specific,m-456,the house,NOM,1527,neg
In Australia you know straight away the difference as soon as you arrive in an aboriginal community.They are run down garbage everywhere with people just sitting about doing nothing.In Canada it seems no better.,08ebdc5f0ec8588af38ab1684318d99c,ent-914,PER,specific,m-908,people,NOM,474,neg
Suicide rates are sky high indicting desperation and sadness.So if the kids don't kill themselves they end up in jail and it's every ones fault other than their own.I do understand some of the hardships in recent memory that need to overcome such as the stolen generation and residential schools.,08ebdc5f0ec8588af38ab1684318d99c,ent-1247,PER,specific,m-1241,every ones,PRO,2806,neg
"Unfortunately white people lecturing them on this won't change their minds, it just pisses them off.All we can do is to protect the children as well as we can with law enforcement, health care and adequate housing, and to provide the educational opportunities for those who want to do better to do so, so that they can work out for themselves that the should leave.If the rest of them want to live miserable squalid lives, despite the efforts of the broader Australian and Canadian communities to make amens for the wrongs of the past by providing all they need to take the opportunity for a better life, then we can all go to sleep at night with a clear concience.",08ebdc5f0ec8588af38ab1684318d99c,ent-830,PER,specific,m-824,the children,NOM,4533,pos
A glaring example is the death of a small child in Australia who was electrocuted inside a wall.The family then blamed the government for the dilapidated condition of the house.I'm sure the house came with a child sized hole kicked in already.,08ebdc5f0ec8588af38ab1684318d99c,ent-54,ORG,specific,m-318,the government,NOM,1479,neg
"He is unique in that he wasn't elected to office.His reputation in the UK was high, and he was seen as a nice man who could still take hard decisions.I remember being surprised when visiting American politicians tried to pour scorn on him after pardoning President Nixon.",09098ae4e956a51b038876197814735e,ent-18,PER,specific,m-192,a nice man who could still take hard decisions,NOM,255,pos
"None
The world lost a good man and the U.S. lost a good president.R.I.P.",09098ae4e956a51b038876197814735e,ent-18,PER,specific,m-210,a good man,NOM,673,pos
"None
The world lost a good man and the U.S. lost a good president.R.I.P.",09098ae4e956a51b038876197814735e,ent-18,PER,specific,m-216,a good president,NOM,702,pos
R.I.P.Sir.None,09098ae4e956a51b038876197814735e,ent-18,PER,specific,m-222,Sir,NAM,727,pos
"None
Not wanting to take anything from this fine man whom I respect, but it sure was fun watching him leave his plane.None",09098ae4e956a51b038876197814735e,ent-18,PER,specific,m-324,this fine man whom I respect,NOM,2017,pos
"None
Not wanting to take anything from this fine man whom I respect, but it sure was fun watching him leave his plane.None",09098ae4e956a51b038876197814735e,ent-18,PER,specific,m-330,him,PRO,2076,pos
"None
Not wanting to take anything from this fine man whom I respect, but it sure was fun watching him leave his plane.None",09098ae4e956a51b038876197814735e,ent-18,PER,specific,m-336,his,PRO,2086,pos
None We need more presidents like him.None,09098ae4e956a51b038876197814735e,ent-18,PER,specific,m-342,him,PRO,2202,pos
"He told them it's the responsibility of the owner to clean up after his dog.The radio show host also said that Ford was a good post-president.He stayed out of the spotlight and didn't make any waves, unlike Jimmy Carter.",09098ae4e956a51b038876197814735e,ent-18,PER,specific,m-1132,a good post-president,NOM,1396,pos
"He stayed out of the spotlight and didn't make any waves, unlike Jimmy Carter.GHW Bush is also a good post-president.None",09098ae4e956a51b038876197814735e,ent-54,PER,specific,m-1138,a good post-president,NOM,1515,pos
"My mum gave up work to look after him.15 years later, my dad is in remission (thank goodness) back at work and my mum is now staying at home and being looked after.Ever since I started working I have helped out.",0a421343005f3241376fa01e1cb3c6fb,ent-24,PER,specific,m-732,my dad,NOM,224,pos
"He could not work for 10 years due to how bad his body suffered.He was alos diagnosed with a brain tumour throughout that time and survived and I am so prud of him for going back to work and for being so inspirational, and the same goes for my mum.Anyway, I earn more then my dad by about £600 a month.",0a421343005f3241376fa01e1cb3c6fb,ent-24,PER,specific,m-756,He,PRO,735,pos
"He could not work for 10 years due to how bad his body suffered.He was alos diagnosed with a brain tumour throughout that time and survived and I am so prud of him for going back to work and for being so inspirational, and the same goes for my mum.Anyway, I earn more then my dad by about £600 a month.",0a421343005f3241376fa01e1cb3c6fb,ent-24,PER,specific,m-762,him,PRO,831,pos
"He could not work for 10 years due to how bad his body suffered.He was alos diagnosed with a brain tumour throughout that time and survived and I am so prud of him for going back to work and for being so inspirational, and the same goes for my mum.Anyway, I earn more then my dad by about £600 a month.",0a421343005f3241376fa01e1cb3c6fb,ent-27,PER,specific,m-798,my mum,NOM,912,pos
The loan was originally to combine other debt and buy a new car.But then I saw that my mum was struggling.She has credit cards which my dad didnt know about and it would have caused worldwar 3.,0a421343005f3241376fa01e1cb3c6fb,ent-27,PER,specific,m-810,my mum,NOM,1788,neg
But then I saw that my mum was struggling.She has credit cards which my dad didnt know about and it would have caused worldwar 3.So I paid them off for her.,0a421343005f3241376fa01e1cb3c6fb,ent-27,PER,specific,m-816,She,PRO,1811,neg
"It was on the agreement that my mum would give me £85 a month which was half of what she was paying the creditors.It also stopped teh calls, letters and my mum is much more relaxed now.But she seems to have forgotten HOW much I paid off as she keeps hinting that she will stop giving me the money in December.",0a421343005f3241376fa01e1cb3c6fb,ent-27,PER,specific,m-840,my mum,NOM,2199,pos
"She is adament it wasnt that much and I am going to try and ask my bank for a backdated statement so I can see exactly what I have paid out.Also, she is getting quite demanding.I already pay the council tax, internet (which she is on 80% of the day), phone line, phone calls, sky tv and tv license.",0a421343005f3241376fa01e1cb3c6fb,ent-27,PER,specific,m-876,she,PRO,2553,neg
"(£200 in total roughly).I also try and do things like by mu mum and dad shoes etc, it sounds silly but they dont do it and my mum literally ends up with holes in her leggings.She would rather by food and I understand this as she has been brought up that spoiling yourself is done via food.",0a421343005f3241376fa01e1cb3c6fb,ent-27,PER,specific,m-894,my mum,NOM,2905,neg
"(£200 in total roughly).I also try and do things like by mu mum and dad shoes etc, it sounds silly but they dont do it and my mum literally ends up with holes in her leggings.She would rather by food and I understand this as she has been brought up that spoiling yourself is done via food.",0a421343005f3241376fa01e1cb3c6fb,ent-27,PER,specific,m-900,her,PRO,2944,neg
"I know they are not saving and I just cant understand!Now my mum is almost taking advantage, she keep going on about our cooker which is almost on its way out and I had to keep saying I can not afford it, because I really can not right now.She went on so much that I said I would get a ew on in February.",0a421343005f3241376fa01e1cb3c6fb,ent-27,PER,specific,m-918,my mum,NOM,3476,neg
"I know they are not saving and I just cant understand!Now my mum is almost taking advantage, she keep going on about our cooker which is almost on its way out and I had to keep saying I can not afford it, because I really can not right now.She went on so much that I said I would get a ew on in February.",0a421343005f3241376fa01e1cb3c6fb,ent-27,PER,specific,m-924,she,PRO,3511,neg
"Now my mum is almost taking advantage, she keep going on about our cooker which is almost on its way out and I had to keep saying I can not afford it, because I really can not right now.She went on so much that I said I would get a ew on in February.I am also supporting my boyfriend at the moment and I maintain a car because I need it for work.",0a421343005f3241376fa01e1cb3c6fb,ent-27,PER,specific,m-930,She,PRO,3659,neg
I am also supporting my boyfriend at the moment and I maintain a car because I need it for work.I just feel like she does not understand that I am almost supporting everyone right now.I am 25 and I am worried then if I ever move out they will be completely lost!,0a421343005f3241376fa01e1cb3c6fb,ent-27,PER,specific,m-936,she,PRO,3840,neg
