em_arg_context,em_arg_entity_specificity,em_arg_entity_type,em_arg_id,em_arg_is_filler,em_arg_mention_id,em_arg_mention_length,em_arg_mention_noun_type,em_arg_mention_offset,em_arg_role,em_arg_text,event_mention_id,file,hopper_id
"Florida did well while he was Gov.And Jeb's executive experience would come in handy as a Senator... how?Ya got it scrambled:His senate experience will compliment his executive experience for the next rung on the ladder.Hell, America just elected a junior Senator with zero executive experince.Just think how better qualified Jeb would be!!America won't vote for another Bush for president.",specific,GPE,ent-60,0,m-570,7,NAM,1066,place,America,em-749,0ba982819aaf9f5b94a7cebd48ac6018,h-726
"America won't vote for another Bush for president.and they sure as hell won't vote for an obiewanknownothingYa got it scrambled:His senate experience will compliment his executive experience for the next rung on the ladder.Hell, America just elected a junior Senator with zero executive experince.Just think how better qualified Jeb would be!!America won't vote for another Bush for president.",specific,PER,ent-48,0,m-528,16,NOM,2470,person,a junior Senator,em-770,0ba982819aaf9f5b94a7cebd48ac6018,h-726
"America won't vote for another Bush for president.and they sure as hell won't vote for an obiewanknownothingYa got it scrambled:His senate experience will compliment his executive experience for the next rung on the ladder.Hell, America just elected a junior Senator with zero executive experince.Just think how better qualified Jeb would be!!America won't vote for another Bush for president.",specific,GPE,ent-60,0,m-600,7,NAM,2449,agent,America,em-770,0ba982819aaf9f5b94a7cebd48ac6018,h-726
"America won't vote for another Bush for president.and they sure as hell won't vote for an obiewanknownothingYa got it scrambled:His senate experience will compliment his executive experience for the next rung on the ladder.Hell, America just elected a junior Senator with zero executive experince.Just think how better qualified Jeb would be!!America won't vote for another Bush for president.",specific,GPE,ent-60,0,m-600,7,NAM,2449,place,America,em-770,0ba982819aaf9f5b94a7cebd48ac6018,h-726
"America won't vote for another Bush for president.And Jeb's executive experience would come in handy as a Senator... how?Ya got it scrambled:His senate experience will compliment his executive experience for the next rung on the ladder.Hell, America just elected a junior Senator with zero executive experince.Just think how better qualified Jeb would be!!America won't vote for another Bush for president.",specific,PER,ent-48,0,m-522,16,NOM,1785,person,a junior Senator,em-791,0ba982819aaf9f5b94a7cebd48ac6018,h-726
"America won't vote for another Bush for president.And Jeb's executive experience would come in handy as a Senator... how?Ya got it scrambled:His senate experience will compliment his executive experience for the next rung on the ladder.Hell, America just elected a junior Senator with zero executive experince.Just think how better qualified Jeb would be!!America won't vote for another Bush for president.",specific,GPE,ent-60,0,m-582,7,NAM,1764,agent,America,em-791,0ba982819aaf9f5b94a7cebd48ac6018,h-726
"America won't vote for another Bush for president.And Jeb's executive experience would come in handy as a Senator... how?Ya got it scrambled:His senate experience will compliment his executive experience for the next rung on the ladder.Hell, America just elected a junior Senator with zero executive experince.Just think how better qualified Jeb would be!!America won't vote for another Bush for president.",specific,GPE,ent-60,0,m-582,7,NAM,1764,place,America,em-791,0ba982819aaf9f5b94a7cebd48ac6018,h-726
"And by ""no more"" I mean just as scummy, just under the right bizarre influences....snip...That's the point I was making earlier when I said I could understand why he did not take immediate action when he saw the child being raped and I accept that is how humans can react in such stressful circumstances.But that only covers the immediate reaction, from what others have posted it seems that for years after witnessing the child being raped he would have seen the rapist with young children.Given that I do think it is right to conclude that to not have taken further action over that timespan is a character flaw.Wow.What caliber weapons do you folks carry?",specific,PER,ent-27,0,m-294,10,NOM,4531,attacker,the rapist,em-748,0c49bb860962aa0d5b8e3fc277592da0,h-16
"And by ""no more"" I mean just as scummy, just under the right bizarre influences....snip...That's the point I was making earlier when I said I could understand why he did not take immediate action when he saw the child being raped and I accept that is how humans can react in such stressful circumstances.But that only covers the immediate reaction, from what others have posted it seems that for years after witnessing the child being raped he would have seen the rapist with young children.Given that I do think it is right to conclude that to not have taken further action over that timespan is a character flaw.Wow.What caliber weapons do you folks carry?",specific,PER,ent-39,0,m-336,9,NOM,4490,target,the child,em-748,0c49bb860962aa0d5b8e3fc277592da0,h-16
"This man's character is no more scummy than one's neighbour, who honestly is probably sitting on a similar story about Uncle Joe.And by ""no more"" I mean just as scummy, just under the right bizarre influences....snip...That's the point I was making earlier when I said I could understand why he did not take immediate action when he saw the child being raped and I accept that is how humans can react in such stressful circumstances.But that only covers the immediate reaction, from what others have posted it seems that for years after witnessing the child being raped he would have seen the rapist with young children.Given that I do think it is right to conclude that to not have taken further action over that timespan is a character flaw.Wow.",specific,PER,ent-39,0,m-330,9,NOM,4277,target,the child,em-769,0c49bb860962aa0d5b8e3fc277592da0,h-16
"It was a gutsy show of solidarity against institutionalized racism.Through the years, Joe could've made tons more money.He could've recruited better athletes and won more championships.But he had a love of that community - to which he's donated millions - and a dedication to honor first, and winning second.That's why it's so painful now to learn that in this critical instance Joe's moral compass sent him to the Bermuda Triangle.He really is a superb human being, but in this case he flat out failed to live up to anything near his own code of honor.That's the tragic irony and the cognitive dissonance here.",specific,PER,ent-18,0,m-114,2,PRO,910,giver,he,em-790,0c49bb860962aa0d5b8e3fc277592da0,h-746
"It was a gutsy show of solidarity against institutionalized racism.Through the years, Joe could've made tons more money.He could've recruited better athletes and won more championships.But he had a love of that community - to which he's donated millions - and a dedication to honor first, and winning second.That's why it's so painful now to learn that in this critical instance Joe's moral compass sent him to the Bermuda Triangle.He really is a superb human being, but in this case he flat out failed to live up to anything near his own code of honor.That's the tragic irony and the cognitive dissonance here.",specific,ORG,ent-66,0,m-606,5,PRO,904,recipient,which,em-790,0c49bb860962aa0d5b8e3fc277592da0,h-746
"Through the years, Joe could've made tons more money.He could've recruited better athletes and won more championships.But he had a love of that community - to which he's donated millions - and a dedication to honor first, and winning second.That's why it's so painful now to learn that in this critical instance Joe's moral compass sent him to the Bermuda Triangle.He really is a superb human being, but in this case he flat out failed to live up to anything near his own code of honor.That's the tragic irony and the cognitive dissonance here.Well said, thanks.",specific,PER,ent-18,0,m-126,3,PRO,1084,person,him,em-1118,0c49bb860962aa0d5b8e3fc277592da0,h-1146
"Through the years, Joe could've made tons more money.He could've recruited better athletes and won more championships.But he had a love of that community - to which he's donated millions - and a dedication to honor first, and winning second.That's why it's so painful now to learn that in this critical instance Joe's moral compass sent him to the Bermuda Triangle.He really is a superb human being, but in this case he flat out failed to live up to anything near his own code of honor.That's the tragic irony and the cognitive dissonance here.Well said, thanks.",specific,LOC,ent-81,0,m-660,16,NAM,1095,destination,Bermuda Triangle,em-1118,0c49bb860962aa0d5b8e3fc277592da0,h-1146
